keV,_data_xfm_16238b_raw_384D22_HighRes_66039_66039.0_0_E,SNIP,PIXE_Fit__GeoPIXE_
        2.302487373352051,       1046800.,       953066.5,       1034622.
        2.311041116714478,       1039550.,       950298.5,       1030022.
        2.319595098495483,       1034562.,       946516.7,       1024415.
        2.328149080276489,       1030279.,       942882.4,       1018963.
        2.336703062057495,       1021156.,       938990.9,       1013268.
        2.345256805419922,       1016478.,       934672.4,       1007175.
        2.353810787200928,       1008981.,       931573.7,       1002353.
        2.362364768981934,       1004441.,       928579.8,       997712.6
        2.370918750762939,       999025.2,       924888.6,       992480.0
        2.379472732543945,       990747.3,       920614.6,       986800.8
        2.388026475906372,       984983.4,       917277.2,       982224.9
        2.396580457687378,       979301.2,       914700.1,       978606.2
        2.405134439468384,       974728.5,       911227.9,       974317.6
        2.413688421249390,       969081.4,       906980.6,       969504.4
        2.422242164611816,       962348.6,       902118.3,       964348.4
        2.430796146392822,       961263.1,       896956.1,       959181.9
        2.439350128173828,       951315.5,       892445.4,       954969.2
        2.447904109954834,       949601.9,       889710.8,       952842.1
        2.456457853317261,       943648.2,       886705.8,       950756.4
        2.465011835098267,       938031.1,       882464.7,       947743.6
        2.473565816879272,       933449.1,       878985.7,       945793.7
        2.482119798660278,       929432.7,       876232.4,       944857.5
        2.490673542022705,       927537.1,       872889.2,       943602.1
        2.499227523803711,       923179.9,       870090.1,       943140.7
        2.507781505584717,       923061.2,       867549.1,       943163.3
        2.516335487365723,       920080.2,       863734.3,       942111.6
        2.524889469146729,       914574.4,       860608.0,       941920.2
        2.533443212509155,       914603.1,       857335.2,       941725.7
        2.541997194290161,       913830.0,       853942.4,       941526.4
        2.550551176071167,       912417.9,       850481.9,       941348.4
        2.559105157852173,       910273.4,       847426.4,       941639.8
        2.567658901214600,       910209.6,       844225.2,       941829.1
        2.576212882995605,       913141.8,       840353.9,       941374.7
        2.584766864776611,       913805.6,       837230.5,       941683.1
        2.593320846557617,       913812.5,       834523.5,       942416.5
        2.601874589920044,       916409.2,       829107.1,       940449.2
        2.610428571701050,       918094.8,       825545.4,       940352.6
        2.618982553482056,       921450.2,       820880.6,       939182.6
        2.627536535263062,       921761.9,       816447.5,       938295.5
        2.636090517044067,       924632.8,       813207.2,       938681.2
        2.644644260406494,       930529.4,       810450.9,       939666.3
        2.653198242187500,       933781.6,       807620.0,       940734.6
        2.661752223968506,       936268.0,       803709.2,       940928.6
        2.670306205749512,       940896.2,       800781.4,       942364.6
        2.678859949111938,       945774.5,       798733.9,       944996.9
        2.687413930892944,       951898.4,       795942.6,       947261.2
        2.695967912673950,       956878.1,       793274.1,       950085.6
        2.704521894454956,       962898.2,       790443.9,       953246.8
        2.713075637817383,       972136.6,       785985.8,       955337.8
        2.721629619598389,       980902.6,       782810.1,       959324.9
        2.730183601379395,       988365.4,       779381.6,       963723.6
        2.738737583160400,       998169.5,       776154.6,       969031.6
        2.747291326522827,       1005838.,       773243.4,       975398.9
        2.755845308303833,       1018887.,       770261.8,       982463.9
        2.764399290084839,       1028496.,       766490.9,       989521.4
        2.772953271865845,       1039169.,       762926.3,       997567.6
        2.781507253646851,       1049608.,       760033.6,       1007056.
        2.790060997009277,       1060497.,       757598.1,       1017744.
        2.798614978790283,       1072021.,       753884.7,       1027856.
        2.807168960571289,       1086389.,       750021.9,       1038466.
        2.815722942352295,       1100700.,       746562.4,       1050058.
        2.824276685714722,       1116745.,       743349.2,       1062394.
        2.832830667495728,       1127926.,       739099.4,       1074102.
        2.841384649276733,       1139342.,       736749.6,       1088017.
        2.849938631057739,       1155846.,       734475.6,       1102211.
        2.858492374420166,       1177433.,       729921.3,       1114219.
        2.867046356201172,       1184832.,       726824.8,       1127672.
        2.875600337982178,       1200030.,       724518.3,       1141798.
        2.884154319763184,       1214062.,       721442.0,       1154942.
        2.892708063125610,       1226834.,       718332.7,       1167757.
        2.901262044906616,       1237991.,       715709.1,       1180696.
        2.909816026687622,       1252143.,       712206.6,       1192347.
        2.918370008468628,       1263566.,       709261.9,       1204124.
        2.926923990249634,       1279178.,       706354.6,       1215512.
        2.935477733612061,       1288968.,       703353.1,       1226416.
        2.944031715393066,       1299524.,       700728.1,       1237378.
        2.952585697174072,       1311301.,       697672.6,       1247696.
        2.961139678955078,       1320736.,       694695.7,       1258011.
        2.969693660736084,       1330946.,       691204.3,       1267855.
        2.978247642517090,       1338691.,       687996.4,       1278232.
        2.986801147460938,       1346379.,       684289.7,       1288606.
        2.995355129241943,       1361202.,       680053.4,       1299230.
        3.003909111022949,       1367936.,       676960.8,       1312092.
        3.012463092803955,       1375237.,       673915.9,       1326436.
        3.021017074584961,       1384245.,       671250.8,       1342961.
        3.029571056365967,       1394952.,       668513.6,       1361594.
        3.038125038146973,       1402700.,       666275.7,       1383298.
        3.046679019927979,       1415805.,       663819.9,       1407747.
        3.055233001708984,       1423944.,       660453.2,       1434633.
        3.063786506652832,       1435867.,       657778.8,       1465929.
